sample_name,R_vfs,R_n,R_intph0,R_intph1,R_area_m,R_area_v,R_area_s,R_area_k,R_comp_m,R_comp_v,R_comp_s,R_comp_k,R_eccen_m,R_eccen_v,R_eccen_s,R_eccen_k,R_els_m,R_els_v,R_els_s,R_els_k,P_locvf_m,P_locvf_v,P_locvf_s,P_locvf_k,P_nbd_m,P_nbd_v,P_nbd_s,P_nbd_k,P_ncd_m,P_ncd_v,P_ncd_s,P_ncd_k,P_ornang_m,P_ornang_v,P_ornang_s,P_ornang_k,P_pores_m,P_pores_v,P_pores_s,P_pores_k,P_rc_m,P_rc_v,P_rc_s,P_rc_k,P_rctan_m,P_rctan_v,P_rctan_s,P_rctan_k,P_rnds_m,P_rnds_v,P_rnds_s,P_rnds_k,P_ttst_m,P_ttst_v,P_ttst_s,P_ttst_k
sample12-100rpm-60kx-3,3.465206e-03,18,6.841410e-04,6.494205e-04,7.387252e+02,8.155422e+05,3.300292e+00,1.321181e+01,1.753023e-01,1.105815e-03,-3.360507e-01,1.807159e+00,7.014736e-01,2.284313e-02,-5.871564e-01,2.966161e+00,7.328099e-01,1.803182e-02,-4.136798e-01,3.499966e+00,5.277968e-03,6.114306e-05,2.318454e+00,6.677141e+00,1.243525e+02,2.553978e+04,1.763197e+00,5.055265e+00,1.587970e+02,2.526997e+04,1.732776e+00,4.937767e+00,5.580648e-01,4.500043e-01,-1.098848e+00,3.022634e+00,8.976160e+00,1.833944e+01,1.755566e+00,5.764294e+00,1.396001e+01,4.263002e+01,2.361487e+00,9.000248e+00,6.886542e-01,1.770044e-02,-5.566812e-01,2.216933e+00,7.296325e-01,6.352279e-02,5.092363e-01,2.490614e+00,3.533807e-01,1.763185e-03,5.598900e-02,2.043861e+00
sample12-100rpm-60kx-30,1.509560e-02,8,1.323292e-03,1.342853e-03,7.240805e+03,2.622499e+08,2.201878e+00,5.964961e+00,1.569859e-01,3.021426e-03,-6.907810e-01,2.209384e+00,7.994866e-01,1.935333e-02,-1.038877e-01,1.420734e+00,6.164815e-01,3.066193e-02,-4.798112e-01,1.694731e+00,1.704169e-02,6.164484e-04,1.906276e+00,5.181879e+00,4.836710e+01,1.020582e+04,2.220369e+00,6.019844e+00,1.184633e+02,1.322610e+04,1.726198e+00,4.852722e+00,6.280595e-01,3.766381e-01,5.155309e-02,1.522015e+00,1.487569e+01,1.730725e+02,1.620326e+00,4.396235e+00,3.157619e+01,1.494587e+03,1.865505e+00,5.029349e+00,6.800887e-01,2.379657e-02,5.806039e-02,1.603243e+00,6.312167e-01,1.169229e-01,3.284049e-01,2.085429e+00,3.361218e-01,3.902611e-03,-1.569298e+00,4.473163e+00
sample12-100rpm-60kx-31,4.299966e-03,19,8.949093e-04,8.636119e-04,8.684359e+02,8.880787e+05,2.166682e+00,6.858516e+00,1.613951e-01,9.818204e-04,-7.018902e-01,2.992556e+00,8.419956e-01,2.796471e-02,-1.099107e+00,2.744048e+00,5.018971e-01,4.706802e-02,5.218101e-01,2.096560e+00,8.735698e-03,7.475858e-05,1.018278e+00,2.844593e+00,1.179951e+02,3.900844e+04,1.360420e+00,2.999438e+00,1.642985e+02,3.652679e+04,1.307524e+00,2.938736e+00,7.901561e-01,4.213725e-01,-1.817758e+00,5.694311e+00,7.948136e+00,7.023251e+00,1.521878e+00,4.670542e+00,1.506123e+01,5.234616e+01,1.492648e+00,4.596317e+00,6.990009e-01,1.220878e-02,-8.349514e-01,3.005796e+00,5.696827e-01,9.789554e-02,3.560876e-01,1.760008e+00,3.954911e-01,2.788707e-03,-4.426787e-01,2.482603e+00
sample12-100rpm-60kx-4,2.304807e-02,9,1.210817e-03,1.267544e-03,9.826943e+03,5.137030e+08,2.266088e+00,6.444985e+00,1.402554e-01,7.565695e-04,-3.107836e-01,3.422693e+00,8.453452e-01,1.925915e-02,-7.295894e-01,2.012881e+00,5.396003e-01,4.934454e-02,9.089109e-02,1.925138e+00,3.816709e-02,1.942967e-03,8.897486e-01,2.524753e+00,1.092940e+02,1.186098e+04,3.382874e-01,1.383161e+00,1.826347e+02,2.687450e+04,4.585857e-01,1.586526e+00,3.588041e-01,9.587932e-01,-4.642337e-01,2.717120e+00,2.010792e+01,9.225582e+02,1.761744e+00,4.625604e+00,3.369324e+01,2.241876e+03,1.819764e+00,4.877733e+00,6.590340e-01,2.214007e-02,1.278467e+00,4.268405e+00,5.150837e-01,6.985885e-02,8.875748e-01,2.344599e+00,3.763410e-01,3.291027e-02,1.323387e+00,4.631175e+00
sample12-100rpm-60kx-7,1.362903e-02,6,8.895301e-04,9.531028e-04,8.716457e+03,1.742974e+08,1.299311e+00,3.107629e+00,1.420345e-01,1.901886e-03,5.035977e-01,2.299706e+00,8.931890e-01,2.205980e-02,-1.647279e+00,3.938978e+00,4.367857e-01,5.372576e-02,7.317684e-01,1.995749e+00,1.780457e-02,3.605820e-04,4.574201e-01,1.642060e+00,1.790750e+02,2.036941e+04,1.096477e-03,1.461660e+00,2.788624e+02,3.015825e+04,5.427009e-02,1.394748e+00,1.010556e+00,8.878927e-02,4.725658e-01,2.660444e+00,1.869526e+01,1.799466e+02,7.897917e-01,2.027748e+00,4.050983e+01,1.360186e+03,9.120079e-01,2.273901e+00,6.461553e-01,1.041562e-02,6.814081e-01,2.893602e+00,4.430523e-01,5.889070e-02,7.153878e-01,2.335094e+00,3.729991e-01,7.710094e-03,5.170666e-02,2.102330e+00
sample12-100rpm-60kx-8,4.246173e-03,14,7.076141e-04,6.826740e-04,1.163847e+03,2.026076e+06,1.873019e+00,5.632605e+00,1.754084e-01,1.178267e-03,-7.695579e-01,3.033572e+00,7.807548e-01,2.993812e-02,-9.381452e-01,2.837356e+00,6.072895e-01,3.459388e-02,-4.056906e-03,1.962681e+00,8.510782e-03,1.485166e-04,2.172594e+00,7.073013e+00,1.106376e+02,3.019663e+04,1.085698e+00,2.324096e+00,1.610404e+02,3.745564e+04,1.140612e+00,2.477545e+00,9.009439e-01,4.551530e-01,-2.738130e+00,9.770425e+00,9.666849e+00,1.455347e+01,7.148609e-01,2.233080e+00,1.675913e+01,9.648757e+01,1.224733e+00,3.533221e+00,6.927437e-01,1.418144e-02,-5.796655e-01,2.168146e+00,7.417241e-01,8.093411e-02,-2.234275e-01,2.021371e+00,3.499258e-01,1.763252e-03,2.733938e-01,1.398684e+00
sample12-100rpm-60kx-9,1.684679e-03,3,2.469558e-04,2.420656e-04,2.154876e+03,7.496987e+06,6.951536e-01,1.500000e+00,1.588751e-01,2.926204e-03,-6.756377e-01,1.500000e+00,7.338139e-01,7.792185e-02,-4.089892e-01,1.500000e+00,6.454002e-01,9.987796e-02,-9.801824e-02,1.500000e+00,1.412279e-03,1.096929e-06,-3.195433e-02,1.500000e+00,8.517026e+02,2.657461e+05,7.071068e-01,1.500000e+00,9.041143e+02,2.760041e+05,7.071068e-01,1.500000e+00,-4.490650e-01,1.317106e+00,3.747810e-01,1.500000e+00,1.133566e+01,8.980558e+00,-5.094128e-01,1.500000e+00,2.264163e+01,2.599123e+02,6.587415e-01,1.500000e+00,6.337286e-01,3.393243e-02,-3.854844e-01,1.500000e+00,5.895045e-01,1.026877e-01,-1.631212e-01,1.500000e+00,3.653514e-01,3.690792e-03,4.453865e-01,1.500000e+00
sample12-195rpm-60kx-15,3.016773e-03,22,6.508876e-04,6.098098e-04,5.261946e+02,7.620850e+04,9.852220e-01,2.660804e+00,1.943102e-01,5.387811e-04,-8.181473e-01,2.778291e+00,7.003896e-01,3.098275e-02,-1.818355e-01,1.744169e+00,7.012115e-01,2.923662e-02,-4.643501e-01,2.145614e+00,7.213575e-03,7.176429e-05,1.949248e+00,6.100025e+00,8.531611e+01,8.675741e+03,2.301916e+00,7.514535e+00,1.132245e+02,8.842010e+03,2.282701e+00,7.493471e+00,9.202408e-02,6.002004e-01,-1.886171e-01,2.005481e+00,8.680917e+00,4.067068e+00,7.838525e-01,2.869262e+00,1.256290e+01,1.012676e+01,7.630929e-01,2.237170e+00,7.829967e-01,5.476084e-03,-1.279673e+00,3.610597e+00,7.719186e-01,5.221391e-02,-3.430947e-01,2.620127e+00,3.893796e-01,1.086304e-03,3.782777e-01,2.799424e+00
sample12-195rpm-60kx-17,3.366913e-03,28,8.469852e-04,7.927038e-04,4.614240e+02,5.399691e+04,1.141083e+00,3.796121e+00,1.826165e-01,6.240229e-04,-5.973576e-01,2.699204e+00,8.081995e-01,1.122440e-02,-9.723831e-01,3.719090e+00,6.168084e-01,2.025646e-02,-2.263714e-01,3.296262e+00,1.605714e-02,6.382235e-04,2.384919e+00,8.282936e+00,1.114969e+02,3.677239e+04,2.188287e+00,6.966818e+00,1.370823e+02,3.776007e+04,2.199460e+00,7.045444e+00,-1.118717e-01,1.004963e+00,9.428380e-02,1.520481e+00,7.014467e+00,1.656625e+00,-1.582867e-01,2.735839e+00,1.178484e+01,8.289401e+00,6.726709e-01,2.854442e+00,7.317261e-01,1.299331e-02,-9.430379e-02,2.255394e+00,7.055772e-01,5.708878e-02,4.114449e-01,2.851098e+00,3.869640e-01,3.094838e-03,-4.824957e-01,2.190620e+00
sample12-195rpm-60kx-19,7.188127e-03,25,1.265588e-03,1.228422e-03,1.103321e+03,3.141271e+06,3.235030e+00,1.303489e+01,1.625628e-01,1.256437e-03,-1.840362e-01,1.872582e+00,7.553799e-01,3.111834e-02,-4.076001e-01,2.303341e+00,6.458259e-01,4.979908e-02,-5.879373e-01,2.404353e+00,1.565536e-02,3.658939e-04,1.348061e+00,3.362348e+00,1.269855e+02,2.163982e+04,1.478616e+00,4.530149e+00,1.653183e+02,2.336917e+04,1.470209e+00,4.638556e+00,-4.971610e-01,1.003357e+00,6.857620e-01,2.151935e+00,8.623565e+00,1.151409e+01,1.119736e+00,3.676220e+00,1.591235e+01,1.020784e+02,2.250062e+00,8.014974e+00,6.600884e-01,1.012182e-02,-2.834507e-01,2.202666e+00,6.618577e-01,1.014179e-01,2.812710e-01,2.768537e+00,3.544099e-01,2.244676e-03,-5.170105e-01,2.339643e+00
sample12-195rpm-60kx-2,1.564380e-03,12,4.098000e-04,3.907282e-04,5.002502e+02,1.152629e+05,1.333939e+00,4.195173e+00,1.748633e-01,1.913448e-03,-9.437020e-01,2.287282e+00,7.592374e-01,1.802256e-02,-9.063332e-02,1.513119e+00,6.744986e-01,1.806900e-02,-9.135054e-03,1.400059e+00,8.397356e-03,1.065373e-04,1.668505e+00,5.218437e+00,1.627145e+02,6.546038e+04,1.722432e+00,4.077133e+00,1.899302e+02,6.389948e+04,1.736709e+00,4.102974e+00,8.542961e-02,1.206713e+00,-3.753546e-01,1.473161e+00,7.403604e+00,6.052575e+00,2.756969e-01,1.692248e+00,1.204371e+01,1.547306e+01,8.161112e-01,2.868018e+00,7.219185e-01,2.418062e-02,-9.241133e-01,2.474258e+00,7.108362e-01,8.033611e-02,3.780793e-01,2.100014e+00,3.580145e-01,2.591883e-03,-5.988288e-01,2.248328e+00
sample12-195rpm-60kx-20,7.180302e-03,15,8.802386e-04,9.413663e-04,1.836867e+03,1.091243e+07,2.349602e+00,7.437149e+00,1.603286e-01,1.477556e-03,-2.693973e-01,1.761289e+00,8.161687e-01,1.770457e-02,-2.402838e-01,1.734138e+00,5.765957e-01,3.800760e-02,-3.349028e-01,2.250677e+00,1.174147e-02,5.265316e-04,3.157829e+00,1.168231e+01,1.887247e+02,3.597691e+04,3.407425e-01,1.434458e+00,2.399043e+02,3.388892e+04,2.791421e-01,1.521205e+00,-1.057171e-01,1.162921e+00,5.448036e-02,1.400879e+00,9.392952e+00,3.682722e+01,9.977310e-01,2.513142e+00,1.853389e+01,2.584159e+02,1.718598e+00,4.838888e+00,6.780668e-01,2.292843e-02,-2.966492e-01,2.902888e+00,6.266232e-01,1.271314e-01,4.357597e-01,2.423460e+00,3.670754e-01,2.060341e-03,-7.188475e-01,2.104493e+00
sample12-195rpm-60kx-23,2.861167e-02,4,1.283192e-03,1.296885e-03,2.744793e+04,2.129182e+09,1.126603e+00,2.310023e+00,1.244968e-01,1.460645e-03,2.681782e-02,1.896069e+00,7.772510e-01,4.447605e-02,-2.048461e-01,1.270655e+00,5.639291e-01,5.444617e-02,-1.852910e-02,1.093481e+00,2.722504e-02,1.091385e-03,5.603689e-01,1.713191e+00,5.154724e+02,1.062830e+05,7.439567e-01,1.919902e+00,6.864249e+02,1.771115e+05,1.009846e+00,2.201037e+00,2.798959e-01,1.870721e+00,-4.805069e-01,1.613309e+00,3.536134e+01,1.050600e+03,9.919419e-01,2.189526e+00,6.891225e+01,5.317398e+03,9.713521e-01,2.170103e+00,5.630684e-01,1.089074e-02,-8.881409e-01,2.160375e+00,5.778506e-01,1.480447e-01,9.133127e-01,2.143601e+00,2.832342e-01,1.881095e-03,9.680375e-01,2.222259e+00
sample12-195rpm-60kx-24,3.633967e-02,5,1.533571e-03,1.587364e-03,2.788929e+04,2.646146e+09,1.467608e+00,3.204142e+00,1.432324e-01,2.804899e-03,-3.124106e-01,1.623644e+00,8.664803e-01,1.911662e-02,-1.213717e+00,2.822846e+00,4.948219e-01,2.927906e-02,8.911260e-01,2.498796e+00,3.253905e-02,1.161536e-03,1.135239e+00,2.828858e+00,2.621118e+02,1.670275e+05,1.334312e+00,2.991756e+00,5.614080e+02,2.050428e+05,3.256899e-01,1.627368e+00,2.008213e-01,1.438078e+00,-2.327572e-01,1.425400e+00,3.896434e+01,1.459328e+03,9.031153e-01,2.259023e+00,6.713630e+01,5.462691e+03,1.275110e+00,2.925445e+00,5.976297e-01,3.183894e-02,-2.701002e-01,1.472742e+00,5.134505e-01,2.376038e-02,-8.040695e-01,2.453340e+00,3.170131e-01,7.291372e-03,8.378558e-02,1.546537e+00
sample12-195rpm-60kx-25,2.453421e-03,12,5.115165e-04,4.934227e-04,7.845437e+02,5.169869e+05,9.466289e-01,2.589226e+00,1.672162e-01,9.727954e-04,-5.078818e-01,1.720762e+00,7.705830e-01,3.757195e-02,-6.246500e-01,2.294775e+00,6.033749e-01,5.195964e-02,-2.789138e-01,1.760922e+00,6.071540e-03,9.686692e-05,2.613882e+00,8.595943e+00,1.456891e+02,3.504160e+04,9.487628e-01,2.507628e+00,1.956969e+02,3.398757e+04,8.548305e-01,2.227052e+00,1.805670e-02,1.413853e+00,-3.442996e-02,1.316098e+00,8.036088e+00,8.876316e+00,5.869099e-01,2.070708e+00,1.433983e+01,4.810613e+01,5.938660e-01,1.910541e+00,6.956996e-01,5.459840e-03,-4.632183e-01,2.025142e+00,6.535895e-01,1.072369e-01,3.106474e-01,2.202573e+00,3.715771e-01,1.689683e-03,3.255415e-01,2.410789e+00
sample12-195rpm-60kx-26,1.859504e-02,11,1.643601e-03,1.656805e-03,6.486805e+03,2.057186e+08,2.698996e+00,8.580964e+00,1.473141e-01,1.782489e-03,-6.014798e-01,3.237087e+00,7.589013e-01,3.162352e-02,-6.494614e-01,2.350546e+00,6.617732e-01,4.072648e-02,9.214357e-02,2.488222e+00,3.914093e-02,4.186876e-03,2.009016e+00,5.739455e+00,1.140955e+02,3.635954e+04,1.462454e+00,3.340406e+00,1.725615e+02,4.347186e+04,1.344276e+00,3.107189e+00,1.255365e-01,1.231079e+00,1.819033e-02,1.670477e+00,1.701726e+01,2.187033e+02,1.047230e+00,2.869126e+00,3.161881e+01,1.171571e+03,1.997398e+00,6.208895e+00,6.340357e-01,1.229003e-02,3.586629e-01,1.619128e+00,6.473479e-01,8.541966e-02,4.316317e-01,2.561948e+00,3.194132e-01,8.040505e-03,3.296521e-01,1.925558e+00
sample12-195rpm-60kx-28,9.579442e-03,9,1.001516e-03,1.009829e-03,4.084360e+03,3.831539e+07,1.754361e+00,4.689344e+00,1.540006e-01,1.837597e-03,-2.917376e-01,1.814888e+00,8.650375e-01,2.127285e-02,-1.087221e+00,2.973617e+00,4.527233e-01,5.079063e-02,1.761528e-01,1.783789e+00,1.095080e-02,2.139306e-04,1.918816e+00,5.599039e+00,2.299126e+02,6.153926e+04,1.030944e+00,2.487895e+00,3.328714e+02,5.760392e+04,5.710087e-01,2.444515e+00,-8.861033e-01,8.382791e-01,1.450070e+00,3.573713e+00,1.222971e+01,3.956351e+01,1.130911e+00,2.940622e+00,2.887700e+01,5.244872e+02,1.212076e+00,3.237895e+00,6.840469e-01,1.367421e-02,4.175083e-03,1.536285e+00,4.679293e-01,7.125818e-02,-4.718163e-02,1.342444e+00,3.876227e-01,2.980935e-03,-2.017296e-01,2.197993e+00
sample12-195rpm-60kx-29,1.723312e-03,13,3.887721e-04,3.633430e-04,5.086825e+02,3.068796e+05,1.859576e+00,4.574887e+00,1.877674e-01,6.328767e-04,-5.743925e-01,2.368308e+00,7.428288e-01,1.626123e-02,-1.484512e-03,2.047764e+00,6.830060e-01,1.834131e-02,-1.091625e+00,4.041050e+00,2.827305e-03,1.219814e-05,1.810489e+00,5.326680e+00,1.049541e+02,1.136858e+04,8.933830e-01,2.672777e+00,1.303686e+02,1.081581e+04,8.886288e-01,2.554967e+00,2.087624e-01,1.121745e+00,-3.674592e-01,1.698932e+00,7.262164e+00,9.326301e+00,1.765890e+00,5.402826e+00,1.160139e+01,2.960356e+01,1.735242e+00,4.330720e+00,7.480631e-01,8.455948e-03,-1.431195e-01,1.613808e+00,8.764837e-01,9.599007e-02,2.286728e-01,2.694693e+00,3.504631e-01,2.610169e-03,-1.097740e-02,1.908030e+00
sample12-195rpm-60kx-31,1.403492e-03,8,2.943909e-04,2.885227e-04,6.732032e+02,1.827757e+05,4.594911e-01,1.909155e+00,1.693586e-01,6.416012e-04,-2.214716e-01,1.635777e+00,8.017349e-01,1.510555e-02,-3.215015e-01,1.561085e+00,6.132894e-01,2.755494e-02,2.681084e-01,1.601011e+00,2.601713e-02,9.660741e-04,4.692886e-01,1.364380e+00,2.007274e+02,2.414099e+05,2.260399e+00,6.123887e+00,2.392074e+02,2.344834e+05,2.261324e+00,6.126493e+00,7.987676e-02,1.076182e+00,2.959738e-01,1.330701e+00,8.656089e+00,8.998595e+00,-4.050560e-01,1.493959e+00,1.395265e+01,2.241243e+01,1.360014e-01,1.712159e+00,6.680636e-01,6.815437e-03,-8.268321e-01,2.621647e+00,6.201314e-01,3.941331e-02,3.771637e-01,1.739444e+00,3.733870e-01,2.988723e-03,-1.518995e-01,2.731112e+00
sample12-195rpm-60kx-36,4.324417e-03,8,6.078537e-04,5.995403e-04,2.074263e+03,1.258828e+07,1.980775e+00,5.340040e+00,1.570447e-01,1.616962e-03,-9.392226e-01,3.134313e+00,8.223817e-01,1.715441e-02,-6.157013e-01,2.144464e+00,6.040601e-01,3.283989e-02,5.706535e-01,2.377397e+00,1.067533e-02,4.391055e-04,2.096331e+00,5.669975e+00,3.126596e+02,1.979732e+05,1.540724e+00,4.282261e+00,3.799687e+02,1.752431e+05,1.621172e+00,4.509933e+00,-4.648038e-01,9.623132e-01,5.873759e-01,1.740494e+00,1.086628e+01,5.512107e+01,8.720098e-01,2.256648e+00,1.994922e+01,2.997566e+02,1.467312e+00,3.923672e+00,6.329575e-01,2.476292e-02,-9.797357e-01,2.998251e+00,5.483590e-01,5.551628e-02,-2.230183e-01,2.066806e+00,3.687187e-01,3.228956e-03,-2.338346e-01,1.477278e+00
sample12-195rpm-60kx-38,9.867475e-03,6,7.178835e-04,7.154384e-04,6.310752e+03,5.972935e+07,8.498513e-01,2.228932e+00,1.553433e-01,1.397851e-03,2.499043e-01,1.838361e+00,7.597104e-01,3.302114e-02,-2.509626e-02,1.487146e+00,6.656671e-01,8.008940e-02,2.359920e-01,1.966265e+00,9.906638e-03,1.541211e-04,1.221289e+00,3.139139e+00,8.049228e+01,5.373625e+03,1.523514e-02,1.122617e+00,1.709376e+02,1.250350e+04,1.053838e-01,1.262543e+00,-2.835451e-01,1.055738e+00,6.028620e-01,1.876516e+00,2.187140e+01,3.045589e+02,4.369159e-01,1.430246e+00,3.654077e+01,8.082563e+02,4.556988e-01,1.620602e+00,6.661348e-01,9.221589e-03,7.532586e-01,1.711596e+00,6.240476e-01,7.565761e-02,4.902578e-02,1.838112e+00,3.405591e-01,6.572997e-03,-3.133124e-01,1.798001e+00
sample12-195rpm-60kx-39,5.047191e-03,14,8.137317e-04,7.956379e-04,1.383401e+03,4.965699e+06,2.548024e+00,8.408195e+00,1.570153e-01,9.776511e-04,-1.635252e-02,3.325412e+00,8.191648e-01,2.177177e-02,-4.385815e-01,1.595588e+00,5.613433e-01,4.342272e-02,-4.074366e-02,1.981181e+00,1.820523e-02,3.525159e-04,3.525332e-01,1.403851e+00,8.821847e+01,2.948712e+04,2.694969e+00,9.307584e+00,1.341928e+02,3.189786e+04,2.669336e+00,9.198012e+00,-7.333612e-01,9.262544e-01,1.599782e+00,4.211033e+00,8.977276e+00,1.800587e+01,1.282818e+00,3.612952e+00,1.742853e+01,1.471041e+02,1.908866e+00,5.757910e+00,6.746746e-01,8.682601e-03,5.324563e-02,2.297286e+00,5.983983e-01,9.551647e-02,8.819704e-01,2.752541e+00,3.525473e-01,1.846537e-03,4.263445e-01,1.589069e+00
sample12-195rpm-60kx-42,5.100005e-03,13,8.851289e-04,8.665460e-04,1.505406e+03,4.501464e+06,1.721973e+00,4.782224e+00,1.531748e-01,1.728320e-03,-4.878788e-01,2.325274e+00,7.731441e-01,2.423082e-02,-3.925254e-01,2.511735e+00,6.215861e-01,3.929194e-02,-6.937619e-01,2.429161e+00,1.068435e-02,2.378162e-04,2.241938e+00,7.446814e+00,8.888662e+01,1.547217e+04,1.500489e+00,4.409416e+00,1.429337e+02,1.624816e+04,1.302260e+00,3.793581e+00,-2.594282e-01,7.328991e-01,2.683970e-01,1.615621e+00,8.918030e+00,1.736275e+01,6.863237e-01,2.377814e+00,1.803304e+01,1.668280e+02,1.226277e+00,3.178556e+00,6.483568e-01,1.699357e-02,-3.075700e-01,2.192726e+00,6.248711e-01,1.002294e-01,1.095174e-01,2.134641e+00,3.487601e-01,2.283867e-03,-4.888890e-01,2.579274e+00
sample12-195rpm-60kx-45,2.052912e-03,12,4.723947e-04,4.469656e-04,6.564709e+02,4.747892e+05,2.067287e+00,6.246554e+00,1.724804e-01,1.062091e-03,-7.144003e-01,2.071988e+00,7.357367e-01,2.993334e-02,2.035413e-01,1.539499e+00,6.514516e-01,3.741917e-02,-8.102550e-01,2.348184e+00,8.989918e-03,1.933062e-04,1.415976e+00,3.266159e+00,1.838607e+02,1.221185e+05,1.899517e+00,4.967990e+00,2.162939e+02,1.196627e+05,1.914267e+00,5.029589e+00,-1.998258e-01,8.660223e-01,9.531483e-02,1.270728e+00,7.929995e+00,6.118175e+00,1.925717e+00,6.139489e+00,1.323949e+01,3.673863e+01,1.593827e+00,4.517459e+00,6.833544e-01,1.278403e-02,-9.457756e-01,2.477145e+00,6.628468e-01,8.045355e-02,8.880861e-02,1.918777e+00,3.715309e-01,4.083566e-03,-1.101188e+00,3.819795e+00
sample12-195rpm-60kx-47,5.066262e-03,9,9.022446e-04,8.905081e-04,2.160088e+03,8.891526e+06,2.142619e+00,6.170859e+00,1.384666e-01,1.932036e-03,6.874814e-02,2.128787e+00,8.716091e-01,3.448854e-02,-1.727248e+00,4.778465e+00,4.124847e-01,7.845930e-02,6.854857e-01,2.341409e+00,1.058775e-02,2.139524e-04,1.655706e+00,4.368433e+00,1.339673e+02,4.610463e+04,1.511427e+00,4.062842e+00,2.246362e+02,4.025705e+04,1.177164e+00,3.727966e+00,-1.302284e+00,5.898843e-02,1.231669e+00,4.034012e+00,9.559232e+00,7.913664e+00,8.558115e-01,2.489103e+00,2.258653e+01,1.996042e+02,1.536970e+00,4.512459e+00,6.292288e-01,1.325464e-02,-1.074788e+00,3.121712e+00,4.073002e-01,8.012386e-02,4.034620e-01,2.149003e+00,3.926472e-01,3.748117e-03,-4.323013e-01,2.052092e+00
sample12-195rpm-60kx-49,1.624040e-03,8,3.604088e-04,3.814367e-04,7.789923e+02,2.332292e+05,2.981371e-01,1.560311e+00,1.516477e-01,1.674252e-03,2.088919e-02,1.437218e+00,8.498146e-01,3.890627e-02,-1.559819e+00,3.993356e+00,4.777465e-01,4.958624e-02,6.657249e-01,2.587223e+00,2.514408e-02,1.260115e-03,1.586602e+00,4.324899e+00,2.148772e+02,6.682992e+04,4.880008e-01,1.290015e+00,2.597281e+02,6.709622e+04,5.034659e-01,1.284846e+00,-9.939834e-01,5.780208e-01,1.967225e+00,5.381233e+00,7.685295e+00,5.414954e+00,-1.003228e+00,2.872528e+00,1.502175e+01,2.549483e+01,3.944063e-02,1.586819e+00,6.268020e-01,2.569277e-02,-9.903085e-02,1.844521e+00,4.620359e-01,9.180209e-02,1.019559e+00,2.421489e+00,3.842501e-01,1.520649e-03,4.303790e-02,2.084275e+00
sample12-195rpm-60kx-50,2.140936e-03,15,5.936721e-04,5.667759e-04,5.476950e+02,2.098117e+05,1.930979e+00,6.239502e+00,1.511919e-01,1.328153e-03,-1.295140e-02,1.599000e+00,7.642986e-01,2.885673e-02,-3.324227e-01,1.557161e+00,6.461955e-01,3.243981e-02,-2.338047e-01,1.966692e+00,2.221843e-02,4.897054e-03,3.442726e+00,1.293337e+01,2.335560e+02,7.679438e+04,2.003157e+00,6.943915e+00,2.671978e+02,7.503685e+04,1.983662e+00,6.883610e+00,2.805148e-01,9.774874e-01,-4.795915e-01,1.739803e+00,6.693923e+00,1.391609e+01,1.475414e+00,4.379830e+00,1.240711e+01,2.185752e+01,1.309269e+00,4.105969e+00,6.074866e-01,1.853472e-02,-1.971674e-02,1.383403e+00,6.122986e-01,7.032926e-02,2.533716e-01,1.839370e+00,3.363646e-01,2.512415e-03,-5.339979e-02,2.207512e+00
sample12-195rpm-60kx-52,6.815981e-03,9,8.460071e-04,8.494303e-04,2.906111e+03,3.619744e+07,2.427155e+00,6.988407e+00,1.615278e-01,2.321051e-03,-5.692418e-01,2.632546e+00,8.059059e-01,5.211723e-02,-1.157480e+00,3.040552e+00,5.430614e-01,6.850087e-02,3.031053e-01,1.707386e+00,3.477060e-02,3.045133e-03,1.568437e+00,4.027268e+00,1.214185e+02,1.816516e+04,1.126352e+00,3.445427e+00,1.739085e+02,1.351617e+04,1.115688e+00,3.843619e+00,-7.877232e-01,2.714415e-01,9.694929e-01,3.922792e+00,1.123831e+01,3.993593e+01,1.960617e+00,5.726841e+00,2.283672e+01,4.539693e+02,2.130849e+00,6.161388e+00,6.823357e-01,2.293477e-02,-6.984610e-01,2.270734e+00,5.514979e-01,1.412412e-01,4.874882e-01,1.803165e+00,3.946228e-01,1.526088e-03,1.459865e-01,2.556873e+00
sample12-195rpm-60kx-6,1.090518e-03,7,2.699399e-04,2.679838e-04,5.978071e+02,2.750274e+05,1.602324e+00,4.177937e+00,1.598020e-01,5.082779e-04,-1.149571e+00,3.468327e+00,6.724331e-01,4.308140e-02,-2.982009e-01,1.605638e+00,7.799160e-01,4.116268e-02,-9.720951e-02,1.706083e+00,1.361521e-03,7.026727e-07,1.478281e+00,3.856897e+00,5.319547e+02,9.427762e+04,1.002757e+00,2.344785e+00,5.613148e+02,1.007070e+05,9.929619e-01,2.296940e+00,1.091648e-01,1.270789e+00,-1.285946e-01,1.375875e+00,7.422244e+00,8.913131e+00,1.863195e-01,1.473282e+00,1.292322e+01,2.715801e+01,1.209567e+00,3.421215e+00,6.259530e-01,6.133213e-03,-3.384539e-01,2.955665e+00,6.832242e-01,1.776659e-02,-5.513065e-01,2.486345e+00,3.134662e-01,9.825992e-04,5.538737e-01,2.811291e+00
