sample_name,R_vfs,R_n,R_intph0,R_intph1,R_area_m,R_area_v,R_comp_m,R_comp_v,R_eccen_m,R_eccen_v,R_els_m,R_els_v,P_locvf_m,P_locvf_v,P_nbd_m,P_nbd_v,P_ncd_m,P_ncd_v,P_ornang_m,P_ornang_v,P_pores_m,P_pores_v,P_rc_m,P_rc_v,P_rctan_m,P_rctan_v,P_rnds_m,P_rnds_v,P_ttst_m,P_ttst_v
sample12-20rpm-60kx-26,3.847621e-03,5,3.706783e-04,3.652990e-04,2.952899e+03,21592810,1.525100e-01,3.781714e-04,7.853265e-01,2.769273e-02,6.018430e-01,4.603429e-02,3.798055e-03,7.342356e-06,1.430327e+02,7.702650e+04,2.095002e+02,7.072417e+04,-3.857580e-01,3.674647e-01,1.551947e+01,2.079399e+02,2.500110e+01,3.936024e+02,6.559693e-01,1.310875e-02,5.110243e-01,4.487735e-02,3.789852e-01,7.063955e-03
sample12-20rpm-60kx-27,4.677001e-03,20,9.105580e-04,8.699692e-04,8.973541e+02,4.015032e+05,1.658222e-01,7.105532e-04,8.478681e-01,2.246777e-02,5.289326e-01,3.757552e-02,9.936725e-03,1.045479e-04,5.987124e+01,8.903883e+03,1.042208e+02,9.245091e+03,-3.150722e-01,5.733832e-01,9.234395e+00,9.002292e+00,1.609369e+01,2.803143e+01,6.949214e-01,8.784935e-03,4.992361e-01,5.079723e-02,4.175943e-01,3.936248e-03
sample12-20rpm-60kx-34,6.590542e-03,10,7.975940e-04,7.946599e-04,2.528992e+03,10627070,1.568456e-01,1.938932e-03,7.565571e-01,5.136156e-02,6.142128e-01,5.950292e-02,1.162779e-02,2.194680e-04,2.221129e+02,1.506387e+05,2.990732e+02,1.530357e+05,8.922081e-02,7.663733e-01,1.350253e+01,1.183097e+02,2.327573e+01,2.924928e+02,6.398054e-01,2.071378e-02,5.607572e-01,8.492241e-02,3.591648e-01,2.996560e-03
sample12-20rpm-60kx-42,4.550345e-03,12,6.772947e-04,6.704484e-04,1.455089e+03,2343031,1.633674e-01,1.046100e-03,8.367197e-01,1.442445e-02,5.748274e-01,2.255393e-02,1.038033e-02,1.790542e-04,6.599092e+01,1.613725e+04,1.306369e+02,1.459484e+04,9.745843e-02,1.711340e-01,1.019158e+01,2.538142e+01,1.883657e+01,1.182030e+02,6.652619e-01,1.367409e-02,4.901051e-01,3.138723e-02,3.967535e-01,1.750420e-03
sample12-20rpm-60kx-44,4.072815e-02,18,1.741894e-03,1.770258e-03,8.682575e+03,1066027000,1.666467e-01,1.009474e-03,8.174424e-01,1.352217e-02,5.905004e-01,2.130067e-02,3.380026e-02,4.955998e-03,3.558274e+01,2.103807e+03,1.093938e+02,8.600773e+03,-4.093005e-01,4.200790e-01,1.354804e+01,2.895762e+02,2.682633e+01,2.164338e+03,7.050521e-01,9.115286e-03,5.601572e-01,4.450725e-02,3.863576e-01,2.852474e-03
sample12-20rpm-60kx-6,1.411316e-03,7,2.758081e-04,2.689618e-04,7.736643e+02,4.855462e+05,1.753081e-01,4.563084e-04,7.122530e-01,4.441647e-02,6.750491e-01,5.753432e-02,2.821718e-03,2.073545e-05,2.679840e+02,6.057730e+04,3.041115e+02,6.259962e+04,-4.598537e-01,9.170493e-01,8.874137e+00,5.703923e+00,1.454604e+01,4.045742e+01,7.121849e-01,6.907795e-03,6.510271e-01,6.625577e-02,3.717527e-01,6.970718e-04
sample12-20rpm-60kx-7,1.886645e-03,8,3.149298e-04,2.992811e-04,9.049540e+02,1884793,1.817674e-01,8.539793e-04,7.987859e-01,1.994971e-02,6.231835e-01,1.621707e-02,2.277846e-03,3.270929e-06,2.637722e+02,9.360333e+04,2.961606e+02,1.016821e+05,-1.839884e-01,1.246979e+00,8.634237e+00,1.881302e+01,1.456260e+01,8.684176e+01,6.983871e-01,1.359318e-02,7.413363e-01,6.601190e-02,3.651214e-01,3.447718e-03
sample7-195rpm-60kx-1,5.914715e-03,21,1.013742e-03,9.946697e-04,1.080789e+03,1344370,1.619919e-01,1.741446e-03,7.433120e-01,2.717887e-02,6.666579e-01,6.143760e-02,9.302938e-03,3.087995e-04,1.523344e+02,4.382993e+04,1.904245e+02,4.305319e+04,3.110844e-01,9.112633e-01,9.543140e+00,3.910937e+01,1.574978e+01,1.007688e+02,478600700000000,2.408661e+30,7.169508e-01,2.249501e-01,4.087649e-01,3.744810e-02
sample7-195rpm-60kx-10,1.054037e-02,31,1.744340e-03,1.726735e-03,1.304729e+03,3050379,1.649832e-01,1.496477e-03,7.491822e-01,1.783083e-02,6.852172e-01,1.817924e-02,4.402632e-02,3.894200e-03,5.776867e+01,6.925281e+03,9.674410e+01,6.901950e+03,-3.241781e-01,7.714253e-01,1.034698e+01,2.029012e+01,1.753680e+01,1.113612e+02,6.742158e-01,1.560163e-02,6.457297e-01,4.205791e-02,3.463592e-01,3.746052e-03
sample7-195rpm-60kx-11,8.502616e-03,38,1.677833e-03,1.614260e-03,8.586088e+02,5.305724e+05,1.763459e-01,1.095698e-03,7.136366e-01,2.797732e-02,7.040302e-01,2.262251e-02,1.574320e-02,4.833578e-04,1.093397e+02,1.565277e+04,1.424592e+02,1.613204e+04,-2.454225e-01,8.706921e-01,9.044830e+00,7.321102e+00,1.531348e+01,3.984969e+01,6.969947e-01,1.597302e-02,7.164953e-01,6.252664e-02,3.569368e-01,2.647736e-03
sample7-195rpm-60kx-2,1.461930e-02,22,1.926745e-03,1.933591e-03,2.549941e+03,5902652,1.520149e-01,1.987837e-03,7.644313e-01,3.714817e-02,6.670113e-01,1.940512e-02,3.735882e-02,7.254052e-03,7.818343e+01,1.164433e+04,1.295405e+02,1.468594e+04,4.412355e-03,9.856248e-01,1.361700e+01,6.493154e+01,2.459465e+01,2.166212e+02,6.338763e-01,1.989947e-02,7.062419e-01,2.255828e-01,3.053963e-01,1.199496e-02
sample7-195rpm-60kx-3,7.081031e-03,22,1.362903e-03,1.333073e-03,1.235094e+03,1540810,1.510968e-01,1.168540e-03,8.075165e-01,1.879466e-02,5.996047e-01,2.245076e-02,3.524564e-02,2.083658e-03,1.561807e+02,4.590490e+04,1.985708e+02,5.087513e+04,-2.870063e-01,1.370435e+00,9.659038e+00,1.369010e+01,1.791682e+01,7.556527e+01,6.297803e-01,1.011637e-02,6.096904e-01,4.683623e-02,3.258904e-01,3.551747e-03
sample7-195rpm-60kx-4,3.336104e-03,10,6.147000e-04,6.098098e-04,1.280165e+03,9.751252e+05,1.478924e-01,1.163184e-03,8.252921e-01,2.018601e-02,5.683638e-01,4.640405e-02,4.140054e-03,1.406204e-05,1.965161e+02,3.387160e+04,2.381280e+02,3.507238e+04,1.362239e-01,1.563451e+00,9.425452e+00,2.566172e+01,1.792153e+01,9.589792e+01,562950000000000,3.169127e+30,4.935566e-01,9.734090e-03,4.090752e-01,4.013354e-02
sample7-195rpm-60kx-5,1.129199e-02,22,1.956575e-03,1.962932e-03,1.969583e+03,3540558,1.299775e-01,1.336300e-03,7.663616e-01,2.874037e-02,6.299738e-01,2.281854e-02,2.824957e-02,8.423411e-04,5.083309e+01,6.393468e+03,1.052352e+02,6.417864e+03,-3.983108e-01,8.524537e-01,1.181521e+01,2.567856e+01,2.265088e+01,1.192980e+02,5.834414e-01,1.514199e-02,5.295238e-01,2.806672e-02,3.028450e-01,4.854152e-03
sample7-195rpm-60kx-6,4.894616e-03,13,9.227835e-04,9.164262e-04,1.444780e+03,8.135442e+05,1.369122e-01,7.750481e-04,7.908971e-01,1.913268e-02,6.435212e-01,2.167730e-02,3.389439e-02,9.571834e-03,2.450749e+02,7.164907e+04,3.008230e+02,7.342658e+04,-4.098540e-01,1.176314e+00,1.113458e+01,6.741632e+00,2.050861e+01,4.255831e+01,5.763138e-01,9.532191e-03,5.973470e-01,5.665547e-02,3.142092e-01,6.617461e-03
sample7-195rpm-60kx-7,7.616020e-03,21,1.196147e-03,1.161426e-03,1.391666e+03,2319280,1.607105e-01,7.274114e-04,7.701197e-01,3.001515e-02,6.483110e-01,2.808738e-02,1.508633e-02,4.579095e-04,1.326014e+02,2.100411e+04,1.744394e+02,2.197605e+04,-3.994647e-01,1.112455e+00,1.137892e+01,2.561499e+01,1.900336e+01,8.594627e+01,6.598124e-01,8.443410e-03,7.089538e-01,7.307140e-02,3.291461e-01,2.681603e-03
sample7-195rpm-60kx-8,4.353269e-03,13,7.477138e-04,7.281530e-04,1.284986e+03,8.637784e+05,1.578440e-01,1.186139e-03,7.293902e-01,3.316703e-02,6.856217e-01,4.077142e-02,5.599378e-03,2.144029e-05,1.293786e+02,2.356187e+04,1.730833e+02,2.317371e+04,-9.440391e-01,2.426409e-01,1.157558e+01,1.481353e+01,1.909684e+01,4.802917e+01,6.279981e-01,9.013254e-03,6.741011e-01,8.205612e-02,3.342109e-01,2.503668e-03
sample7-195rpm-60kx-9,9.133943e-03,28,1.676855e-03,1.625507e-03,1.251776e+03,789100,1.524727e-01,9.466965e-04,7.888275e-01,2.420154e-02,6.195020e-01,3.338365e-02,3.172567e-02,1.610203e-03,5.725453e+01,1.193887e+04,1.077453e+02,1.234048e+04,-4.756187e-01,1.149184e+00,1.024440e+01,1.105445e+01,1.861597e+01,5.382036e+01,6.268922e-01,1.348887e-02,6.081422e-01,7.526521e-02,3.419916e-01,3.029475e-03
sample7-20rpm-60kx-10,5.434985e-03,10,8.435620e-04,8.425840e-04,2.085570e+03,7121775,1.462069e-01,2.597218e-03,6.713887e-01,7.767196e-02,6.985056e-01,4.985354e-02,9.743406e-03,1.629600e-04,2.579858e+02,8.735735e+04,3.180293e+02,9.726730e+04,-1.040733e-01,6.093151e-01,1.128849e+01,4.549019e+01,2.116827e+01,2.397354e+02,6.209327e-01,2.915533e-02,6.293176e-01,8.310379e-02,2.626137e-01,9.096191e-03
sample7-20rpm-60kx-11,1.098978e-02,22,1.917453e-03,1.930657e-03,1.916870e+03,2741048,1.330215e-01,1.832555e-03,8.652732e-01,8.551423e-03,5.491001e-01,3.469047e-02,3.520478e-02,5.470994e-03,6.051431e+01,6.206798e+03,1.203062e+02,8.220120e+03,-1.211473e-01,5.871665e-01,1.083139e+01,2.475907e+01,2.197448e+01,1.333419e+02,342887700000000,2.079523e+30,4.805178e-01,7.594683e-02,3.615974e-01,2.578240e-02
sample7-20rpm-60kx-2,1.138100e-02,11,1.173163e-03,1.179520e-03,3.970214e+03,37711680,1.296086e-01,5.382833e-04,7.390177e-01,5.737448e-02,6.635897e-01,3.855985e-02,1.650938e-02,2.331261e-04,2.147029e+02,5.598163e+04,2.872583e+02,6.523855e+04,-2.768930e-01,5.267947e-01,1.530154e+01,1.200060e+02,2.954651e+01,4.298387e+02,5.982611e-01,3.897051e-03,5.065767e-01,2.923423e-02,3.060752e-01,3.957037e-03
sample7-20rpm-60kx-3,5.332779e-03,15,8.821947e-04,8.924642e-04,1.364233e+03,5.415345e+05,1.602187e-01,1.035408e-03,7.749903e-01,1.924516e-02,6.550603e-01,2.357617e-02,8.445841e-03,6.177704e-05,1.530774e+02,2.406398e+04,1.998128e+02,2.324295e+04,7.215232e-02,8.112266e-01,1.212954e+01,6.159119e+00,2.008697e+01,3.296002e+01,6.372871e-01,1.338779e-02,6.528475e-01,9.244243e-02,3.354020e-01,2.436916e-03
sample7-20rpm-60kx-5,4.100934e-03,11,7.423346e-04,7.423346e-04,1.430594e+03,1127508,1.438497e-01,1.087780e-03,7.835502e-01,2.426153e-02,6.535008e-01,4.364817e-02,6.164366e-03,5.034260e-05,1.929249e+02,3.520040e+04,2.472321e+02,4.079963e+04,4.465185e-01,4.007528e-01,1.007053e+01,1.341932e+01,1.985966e+01,6.706271e+01,5.832282e-01,1.749858e-02,4.886359e-01,5.018758e-02,3.446321e-01,3.993554e-03
sample7-20rpm-60kx-6,1.253215e-02,21,1.945327e-03,1.939948e-03,2.289986e+03,5052562,1.346672e-01,1.420227e-03,8.320165e-01,9.133553e-03,5.792885e-01,3.218528e-02,1.761423e-02,2.217504e-04,1.274311e+02,4.455607e+04,1.868970e+02,4.592729e+04,8.333849e-02,2.549087e-01,1.185271e+01,3.021930e+01,2.349307e+01,1.858506e+02,76984610000000,1.244592e+29,4.365538e-01,2.982314e-02,3.615308e-01,1.967263e-02
sample7-20rpm-60kx-7,8.970121e-03,20,1.680278e-03,1.690547e-03,1.721055e+03,2112863,1.320543e-01,2.285500e-03,7.789650e-01,4.736739e-02,6.234712e-01,3.113072e-02,1.483122e-02,2.107059e-04,9.591160e+01,1.971010e+04,1.555774e+02,2.100383e+04,5.981952e-02,4.827596e-01,9.766128e+00,2.555226e+01,2.071206e+01,1.250941e+02,5.696749e-01,2.884598e-02,4.869948e-01,8.573812e-02,3.009590e-01,8.330463e-03
sample7-20rpm-60kx-8,7.679104e-03,19,1.336985e-03,1.310089e-03,1.550898e+03,1059468,1.471004e-01,1.080234e-03,7.968212e-01,2.166034e-02,6.254232e-01,2.875918e-02,2.970362e-02,3.620047e-03,1.533487e+02,7.748795e+04,1.972715e+02,7.932265e+04,1.708130e-02,3.118076e-01,1.146849e+01,1.295682e+01,2.090426e+01,5.982692e+01,6.284971e-01,1.401095e-02,5.247021e-01,4.758836e-02,3.443388e-01,2.179196e-03
sample7-20rpm-60kx-9,1.423199e-02,14,1.742873e-03,1.795687e-03,3.900893e+03,10192570,1.279495e-01,1.180519e-03,8.778173e-01,5.990381e-03,4.941937e-01,3.212782e-02,3.659583e-02,2.297119e-03,2.038547e+02,2.186539e+04,2.859244e+02,2.267390e+04,-1.360758e-02,2.882738e-01,1.727442e+01,6.798305e+01,3.171423e+01,2.540465e+02,41646810000000,2.428239e+28,3.723446e-01,2.214910e-02,3.833439e-01,3.080965e-02
sample7-20rpm-60kx,8.831239e-03,17,1.334051e-03,1.335029e-03,1.993421e+03,4652110,1.448740e-01,9.713941e-04,8.202087e-01,1.433573e-02,5.918317e-01,2.458630e-02,1.500025e-02,3.428567e-04,1.796720e+02,3.936754e+04,2.301484e+02,3.661388e+04,-1.089658e-01,7.675680e-01,1.174709e+01,3.015578e+01,2.225121e+01,1.481222e+02,6.303210e-01,1.746504e-02,5.461918e-01,4.413142e-02,3.455187e-01,9.328248e-03
sample8-195rpm-60kx-1,1.565602e-02,44,2.465157e-03,2.471025e-03,1.365385e+03,5877505,1.560935e-01,1.260882e-03,7.988104e-01,3.017047e-02,5.941389e-01,3.983985e-02,2.262201e-02,4.483344e-04,8.542524e+01,1.048322e+04,1.298496e+02,1.055099e+04,-3.790848e-01,4.775267e-01,9.414158e+00,2.360600e+01,1.737237e+01,1.359049e+02,6.538155e-01,1.461897e-02,5.200627e-01,5.902518e-02,3.746475e-01,1.983800e-03
sample8-195rpm-60kx-10,4.613037e-02,93,4.997799e-03,4.934227e-03,1.903401e+03,80049610,1.714751e-01,9.086914e-04,8.112559e-01,2.195223e-02,5.818957e-01,3.222724e-02,4.683759e-02,5.069172e-03,6.221448e+01,2.279716e+03,1.055122e+02,2.870876e+03,3.416371e-01,9.416517e-01,9.600793e+00,3.787364e+01,1.749239e+01,3.031473e+02,7.036610e-01,1.537793e-02,6.322010e-01,6.392471e-02,3.738352e-01,3.327342e-03
sample8-195rpm-60kx-2,1.859064e-02,59,3.464717e-03,3.470585e-03,1.209118e+03,1794914,1.401232e-01,9.577748e-04,7.844475e-01,1.825398e-02,6.448978e-01,2.335069e-02,2.445360e-02,5.809667e-04,6.333985e+01,4.905084e+03,1.049155e+02,5.442067e+03,-4.758858e-02,6.737320e-01,9.720618e+00,2.692222e+01,1.755482e+01,7.802504e+01,6.111916e-01,1.244989e-02,5.414863e-01,3.379111e-02,3.246049e-01,3.975873e-03
sample8-195rpm-60kx-3,1.899702e-02,41,3.074478e-03,3.104308e-03,1.777984e+03,4040004,1.429207e-01,1.170458e-03,8.182744e-01,1.887459e-02,5.966127e-01,2.833453e-02,3.067128e-02,2.084699e-03,9.692775e+01,1.038121e+04,1.494979e+02,1.111029e+04,-5.276169e-01,4.298839e-01,1.105722e+01,3.958094e+01,2.083711e+01,1.350590e+02,6.148687e-01,1.345236e-02,4.936234e-01,4.467731e-02,3.476789e-01,4.774239e-03
sample8-195rpm-60kx-4,1.525943e-02,75,3.371314e-03,3.268130e-03,7.807343e+02,688820,1.580443e-01,1.064537e-03,7.852401e-01,2.922940e-02,6.215403e-01,3.162842e-02,2.822869e-02,1.458159e-03,5.255555e+01,3.172096e+03,8.935015e+01,2.941978e+03,-2.649803e-01,1.042051e+00,7.892793e+00,8.017759e+00,1.438894e+01,4.203420e+01,6.642644e-01,1.481103e-02,6.270841e-01,5.648119e-02,3.490576e-01,3.235974e-03
sample8-195rpm-60kx-5,2.061030e-02,40,2.986454e-03,3.007971e-03,1.977200e+03,6966542,1.473249e-01,1.265833e-03,7.901139e-01,1.283522e-02,6.465122e-01,2.235201e-02,2.784063e-02,1.308581e-03,9.137857e+01,4.857720e+03,1.417518e+02,6.203940e+03,-2.977835e-01,1.038015e+00,1.173746e+01,5.352120e+01,2.123771e+01,1.828942e+02,6.265055e-01,1.089415e-02,5.898400e-01,5.097980e-02,3.279893e-01,4.781582e-03
sample8-195rpm-60kx-6,1.288572e-02,66,2.853440e-03,2.726295e-03,7.491883e+02,4.496839e+05,1.627176e-01,1.117869e-03,7.544903e-01,2.770742e-02,6.729994e-01,2.991388e-02,2.626151e-02,1.326506e-03,6.870563e+01,6.170206e+03,1.019834e+02,7.035818e+03,5.909990e-02,5.895407e-01,8.169263e+00,8.048023e+00,1.421250e+01,3.704020e+01,6.638153e-01,1.623752e-02,5.954623e-01,4.635635e-02,3.669177e-01,2.554826e-03
sample8-195rpm-60kx-7,1.689276e-02,78,3.432931e-03,3.344418e-03,8.310599e+02,4.545797e+05,1.676250e-01,1.077891e-03,7.817129e-01,2.849743e-02,6.169662e-01,3.317454e-02,2.485427e-02,6.104148e-04,7.171793e+01,5.490073e+03,1.061262e+02,6.127478e+03,1.091138e-01,4.965102e-01,8.715521e+00,1.020192e+01,1.515331e+01,3.536524e+01,6.896746e-01,1.030090e-02,5.639648e-01,4.917980e-02,3.842309e-01,2.677375e-03
sample8-195rpm-60kx-8,2.005477e-02,70,3.518509e-03,3.451514e-03,1.099375e+03,1533858,1.725594e-01,1.404292e-03,7.510307e-01,2.737094e-02,6.592693e-01,3.241492e-02,2.905849e-02,1.197431e-03,7.727144e+01,3.619338e+03,1.178321e+02,3.713343e+03,8.667555e-02,7.540584e-01,9.602267e+00,1.312293e+01,1.670932e+01,7.176601e+01,7.041693e-01,1.438480e-02,6.641669e-01,6.117635e-02,3.634761e-01,3.307652e-03
sample8-195rpm-60kx-9,2.362218e-02,99,4.714167e-03,4.562570e-03,9.156114e+02,1173020,1.671476e-01,1.141903e-03,7.926567e-01,2.029187e-02,6.148661e-01,2.972657e-02,3.727076e-02,1.627171e-03,4.980230e+01,2.817375e+03,8.693773e+01,2.884616e+03,3.851043e-02,1.030854e+00,8.628999e+00,9.032706e+00,1.547033e+01,5.264893e+01,6.775017e-01,1.843064e-02,6.401258e-01,6.897698e-02,3.617208e-01,2.952283e-03
sample8-20rpm-60kx-1,2.683114e-02,26,2.649029e-03,2.676904e-03,3.959972e+03,76049460,1.585313e-01,1.402291e-03,7.668624e-01,3.321836e-02,6.228428e-01,3.204896e-02,4.049124e-02,3.957922e-03,9.567115e+01,4.800972e+03,1.583738e+02,6.185756e+03,1.548625e-01,6.477749e-01,1.504055e+01,7.390929e+01,2.717809e+01,5.427238e+02,6.657769e-01,1.232687e-02,5.822408e-01,6.375523e-02,3.486169e-01,2.747243e-03
sample8-20rpm-60kx-10,2.371656e-02,16,1.727713e-03,1.714020e-03,5.687981e+03,109185300,1.665562e-01,1.309231e-03,8.042951e-01,2.576969e-02,5.764539e-01,3.942239e-02,4.290292e-02,5.236397e-03,1.173490e+02,2.707560e+04,1.915042e+02,3.026486e+04,-3.873333e-01,8.614636e-01,1.701057e+01,1.827490e+02,3.100053e+01,9.061414e+02,7.069120e-01,1.521318e-02,6.145171e-01,7.577651e-02,3.702014e-01,4.132822e-03
sample8-20rpm-60kx-2a,2.242359e-02,21,1.696904e-03,1.727224e-03,4.097436e+03,94843350,1.484946e-01,7.376117e-04,8.008416e-01,3.235528e-02,5.993789e-01,3.022714e-02,2.554619e-02,2.259253e-03,1.125953e+02,1.765267e+04,1.697932e+02,2.611776e+04,-2.593426e-01,6.411358e-01,1.293248e+01,1.789578e+02,2.436961e+01,7.458953e+02,6.525912e-01,1.143123e-02,5.404954e-01,5.143532e-02,3.512457e-01,2.834940e-03
